|    name |          ra |         dec |  mag | exposure | nexp | exptime |                   start |
|    MIRA |    00:00:00 |   -89:00:00 |   99 |    1x600 |  1.0 |   600.0 | 2020-11-18 10:08:00.000 |
| 2020qmj | 00:44:06.01 | +05:15:35.9 |   19 |   3x1200 |  3.0 |  1200.0 | 2020-11-18 10:23:00.000 |
| Feige11 |  01:04:21.6 |   +04:13:37 |   12 |     1x60 |  1.0 |    60.0 | 2020-11-18 11:34:30.000 |
| 2020uxz | 01:24:06.87 | +12:55:17.3 |   15 |    2x900 |  2.0 |   900.0 | 2020-11-18 11:40:30.000 |
| G191B2B | 05:05:30.60 | +52:49:54.0 | 11.9 |     1x60 |  1.0 |    60.0 | 2020-11-18 12:18:45.000 |
| 2020uem | 08:24:23.85 | -03:29:19.1 | 16.8 |    3x900 |  3.0 |   900.0 | 2020-11-18 12:24:45.000 |
| 2020zoq | 10:36:21.54 | +13:43:08.9 |   17 |    3x900 |  3.0 |   900.0 | 2020-11-18 13:21:15.000 |
| Feige34 | 10:39:36.74 | +43:06:09.3 | 11.3 |     1x60 |  1.0 |    60.0 | 2020-11-18 14:17:45.000 |
| 2020hvf | 11:21:26.45 | +03:00:52.8 |   17 |    3x900 |  3.0 |   900.0 | 2020-11-18 14:23:45.000 |
| 2016blu | 12:35:52.16 | +27:55:56.0 | 16.9 |    3x900 |  3.0 |   900.0 | 2020-11-18 15:20:15.000 |
|     end |    00:00:00 |  -90:00:00. |   99 |      1x1 |  1.0 |     1.0 | 2020-11-18 16:16:45.000 |
